Number,Short description,Assignment Group,Ticket Type,First Assignment Group,Additional comments (end-user view),Work notes (internal view)
INC0011377,Access request pending approval,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"28-08-2026 12:49:52 - Owen Blake (Additional comments (end-user view))
Understood, following up again if there's no update soon.

28-08-2026 10:11:52 - Owen Blake (Additional comments (end-user view))
Hello, I'm having an issue with the email service outage. Please advise.","28-08-2026 14:04:52 - Fatima Al-Sayed (Work notes (internal view))
Update applied for the email service outage. Awaiting user confirmation before closing.

28-08-2026 11:53:52 - Fatima Al-Sayed (Work notes (internal view))
Gathering more details on the email service outage before proceeding.

28-08-2026 10:31:52 - Fatima Al-Sayed (Work notes (internal view))
Picked up this ticket. Starting investigation into the email service outage."
INC0011378,Risk calculation timeout,Core Banking L3,Service Request,Core Banking L3,"04-07-2026 01:38:52 - Linda Cox (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the instance upgrade needs to be fixed today.

03-07-2026 23:11:52 - Linda Cox (Additional comments (end-user view))
I'm not happy about how long the instance upgrade has been an issue. This is urgent.","04-07-2026 03:14:52 - Ethan Brooks (Work notes (internal view))
Fix for the instance upgrade delayed again due to a failed deployment. Apologized to user for the poor experience.

04-07-2026 01:05:52 - Ethan Brooks (Work notes (internal view))
Investigation delayed due to dependency on another team for the instance upgrade.

03-07-2026 23:48:52 - Ethan Brooks (Work notes (internal view))
Acknowledged the request. Reviewing the instance upgrade now and will update shortly."
INC0011379,KYC document upload failing,Payments L2 Support,Defect,Payments L2 Support,"03-07-2026 23:23:52 - Helena Ruiz (Additional comments (end-user view))
Understood, following up again if there's no update soon.

03-07-2026 19:11:52 - Helena Ruiz (Additional comments (end-user view))
Hello, I'm having an issue with the billing invoice discrepancy. Please advise.","04-07-2026 01:12:52 - Emily Carter (Work notes (internal view))
Change implemented for the billing invoice discrepancy. Monitoring for 24 hours before closure.

03-07-2026 22:10:52 - Emily Carter (Work notes (internal view))
Gathering more details on the billing invoice discrepancy before proceeding.

03-07-2026 19:28:52 - Emily Carter (Work notes (internal view))
Picked up this ticket. Starting investigation into the billing invoice discrepancy."
INC0011380,Risk limit breach not alerting,Trade Support L2,Incident,Trade Support L2,"02-08-2026 12:01:52 - Nadia Farouk (Additional comments (end-user view))
I'm still not happy - the password reset request is still broken and I've been ignored for too long.

02-08-2026 06:11:52 - Nadia Farouk (Additional comments (end-user view))
I'm not happy about how long the password reset request has been an issue. This is urgent.","02-08-2026 13:08:52 - Fatima Al-Sayed (Work notes (internal view))
Fix for the password reset request delayed again due to a failed deployment. Apologized to user for the poor experience.

02-08-2026 09:12:52 - Fatima Al-Sayed (Work notes (internal view))
Investigation delayed due to dependency on another team for the password reset request.

02-08-2026 06:31:52 - Fatima Al-Sayed (Work notes (internal view))
Acknowledged the request. Reviewing the password reset request now and will update shortly."
INC0011381,Payment gateway timeout,Access Management Team,Service Request,Access Management Team,"16-08-2026 01:00:52 - Sara Ibrahim (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the software license renewal needs to be fixed today.

15-08-2026 19:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hi, this is the second time I'm reporting the software license renewal. It's really frustrating.","16-08-2026 02:13:52 - Emily Carter (Work notes (internal view))
Workaround provided for the software license renewal but underlying issue remains unresolved.

15-08-2026 22:47:52 - Emily Carter (Work notes (internal view))
Issue with the software license renewal is more complex than expected; still working on it.

15-08-2026 19:47:52 - Emily Carter (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the software license renewal."
INC0011382,SWIFT message rejected,L1 Service Desk,Defect,L1 Service Desk,"05-08-2026 02:34:52 - Amy Chen (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

04-08-2026 22:11:52 - Amy Chen (Additional comments (end-user view))
Hi, could someone look into the laptop connectivity issue when you get a chance? Thanks in advance!","05-08-2026 02:59:52 - Omar Siddiqui (Work notes (internal view))
Resolved. Applied fix for the laptop connectivity issue and confirmed working with the end user. Closing ticket.

05-08-2026 00:28:52 - Omar Siddiqui (Work notes (internal view))
Root cause identified quickly. Applying the fix for the laptop connectivity issue now.

04-08-2026 22:25:52 - Omar Siddiqui (Work notes (internal view))
Acknowledged the request. Reviewing the laptop connectivity issue now and will update shortly."
INC0011383,Market data feed dropped,Access Management Team,Service Request,Access Management Team,"15-08-2026 23:12:52 - Linda Cox (Additional comments (end-user view))
Understood, following up again if there's no update soon.

15-08-2026 17:11:52 - Linda Cox (Additional comments (end-user view))
Hello, I'm having an issue with the network latency. Please advise.","16-08-2026 00:36:52 - Mei Tan (Work notes (internal view))
Change implemented for the network latency. Monitoring for 24 hours before closure.

15-08-2026 19:24:52 - Mei Tan (Work notes (internal view))
Investigation in progress on the network latency. Will provide an update within SLA.

15-08-2026 17:21:52 - Mei Tan (Work notes (internal view))
Picked up this ticket. Starting investigation into the network latency."
INC0011384,VaR report incorrect,Core Banking L3,Defect,Core Banking L3,"18-07-2026 09:30:52 - Andrew Chen (Additional comments (end-user view))
Okay, please keep me posted on the billing invoice discrepancy.

18-07-2026 05:11:52 - Andrew Chen (Additional comments (end-user view))
Good day, raising this ticket regarding the billing invoice discrepancy.","18-07-2026 10:26:52 - Mei Tan (Work notes (internal view))
Change implemented for the billing invoice discrepancy. Monitoring for 24 hours before closure.

18-07-2026 06:34:52 - Mei Tan (Work notes (internal view))
Investigation in progress on the billing invoice discrepancy. Will provide an update within SLA.

18-07-2026 05:20:52 - Mei Tan (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the billing invoice discrepancy."
INC0011385,VaR report incorrect,Access Management Team,Incident,Network Support,"12-07-2026 22:48:52 - Helena Ruiz (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the wifi access point has been broken for far too long.

12-07-2026 18:11:52 - Helena Ruiz (Additional comments (end-user view))
This is the worst support experience I've had. the wifi access point keeps failing and I'm furious about the delay.","13-07-2026 00:43:52 - Carlos Mendes (Work notes (internal view))
Multiple failed attempts to resolve the wifi access point. User is angry and has requested management escalation.

12-07-2026 20:28:52 - Carlos Mendes (Work notes (internal view))
Ticket was reassigned twice due to unclear ownership of the wifi access point. Escalating internally.

12-07-2026 18:50:52 - Carlos Mendes (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the wifi access point."
INC0011386,Settlement instruction failed,L1 Service Desk,Service Request,Service Desk,"04-07-2026 18:52:52 - Linda Cox (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the VPN connection has been broken for far too long.

04-07-2026 12:11:52 - Linda Cox (Additional comments (end-user view))
This is the worst support experience I've had. the VPN connection keeps failing and I'm furious about the delay.","04-07-2026 20:11:52 - Omar Siddiqui (Work notes (internal view))
Critical issue with the VPN connection still unresolved after repeated escalation. SLA breached.

04-07-2026 15:18:52 - Omar Siddiqui (Work notes (internal view))
Repeated attempts to resolve the VPN connection have failed. Escalating to L3 / senior engineer.

04-07-2026 12:30:52 - Omar Siddiqui (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the VPN connection."
INC0011387,Market data feed dropped,Access Management Team,Service Request,Access Management Team,"10-08-2026 21:16:52 - Linda Cox (Additional comments (end-user view))
Understood, following up again if there's no update soon.

10-08-2026 18:11:52 - Linda Cox (Additional comments (end-user view))
Good day, raising this ticket regarding the software license renewal.","10-08-2026 22:28:52 - Carlos Mendes (Work notes (internal view))
Change implemented for the software license renewal. Monitoring for 24 hours before closure.

10-08-2026 19:34:52 - Carlos Mendes (Work notes (internal view))
Investigation in progress on the software license renewal. Will provide an update within SLA.

10-08-2026 18:48:52 - Carlos Mendes (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the software license renewal."
INC0011388,KYC document upload failing,Trade Support L2,Defect,Trade Support L2,"16-07-2026 21:52:52 - Amy Chen (Additional comments (end-user view))
Understood, following up again if there's no update soon.

16-07-2026 17:11:52 - Amy Chen (Additional comments (end-user view))
Hello, I'm having an issue with the purchase order mismatch. Please advise.","16-07-2026 22:32:52 - Wei Zhang (Work notes (internal view))
Update applied for the purchase order mismatch. Awaiting user confirmation before closing.

16-07-2026 19:43:52 - Wei Zhang (Work notes (internal view))
Gathering more details on the purchase order mismatch before proceeding.

16-07-2026 17:31:52 - Wei Zhang (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the purchase order mismatch."
INC0011389,Compliance check flagged false positive,Core Banking L3,Incident,Core Banking L3,"01-07-2026 23:54:52 - Amy Chen (Additional comments (end-user view))
Understood, following up again if there's no update soon.

01-07-2026 18:11:52 - Amy Chen (Additional comments (end-user view))
Hello, I'm having an issue with the laptop connectivity issue. Please advise.","02-07-2026 00:58:52 - Hannah Lee (Work notes (internal view))
Update applied for the laptop connectivity issue. Awaiting user confirmation before closing.

01-07-2026 20:48:52 - Hannah Lee (Work notes (internal view))
Gathering more details on the laptop connectivity issue before proceeding.

01-07-2026 18:20:52 - Hannah Lee (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the laptop connectivity issue."
INC0011390,VaR report incorrect,L1 Service Desk,Defect,L1 Service Desk,"25-07-2026 05:42:52 - Nadia Farouk (Additional comments (end-user view))
Okay, please keep me posted on the software license renewal.

25-07-2026 00:11:52 - Nadia Farouk (Additional comments (end-user view))
Hello, I'm having an issue with the software license renewal. Please advise.","25-07-2026 07:38:52 - Omar Siddiqui (Work notes (internal view))
Change implemented for the software license renewal. Monitoring for 24 hours before closure.

25-07-2026 03:06:52 - Omar Siddiqui (Work notes (internal view))
Investigation in progress on the software license renewal. Will provide an update within SLA.

25-07-2026 00:24:52 - Omar Siddiqui (Work notes (internal view))
Picked up this ticket. Starting investigation into the software license renewal."
INC0011391,Settlement date mismatch,Payments L2 Support,Defect,Payments L2 Support,"30-08-2026 02:51:52 - Owen Blake (Additional comments (end-user view))
I'm still not happy - the network latency is still broken and I've been ignored for too long.

30-08-2026 01:11:52 - Owen Blake (Additional comments (end-user view))
I'm not happy about how long the network latency has been an issue. This is urgent.","30-08-2026 04:42:52 - Chloe Martin (Work notes (internal view))
Workaround provided for the network latency but underlying issue remains unresolved.

30-08-2026 02:14:52 - Chloe Martin (Work notes (internal view))
Issue with the network latency is more complex than expected; still working on it.

30-08-2026 01:31:52 - Chloe Martin (Work notes (internal view))
Picked up this ticket. Starting investigation into the network latency."
INC0011392,Daily P&L report not generated,Payments L2 Support,Incident,Payments L2 Support,"14-07-2026 21:00:52 - Marcus Webb (Additional comments (end-user view))
Okay, please keep me posted on the instance upgrade.

14-07-2026 18:11:52 - Marcus Webb (Additional comments (end-user view))
Good day, raising this ticket regarding the instance upgrade.","14-07-2026 22:54:52 - Arjun Mehta (Work notes (internal view))
Change implemented for the instance upgrade. Monitoring for 24 hours before closure.

14-07-2026 19:19:52 - Arjun Mehta (Work notes (internal view))
Investigation in progress on the instance upgrade. Will provide an update within SLA.

14-07-2026 18:18:52 - Arjun Mehta (Work notes (internal view))
Acknowledged the request. Reviewing the instance upgrade now and will update shortly."
INC0011393,Settlement instruction failed,Trade Support L2,Defect,Trade Support L2,"13-08-2026 09:00:52 - Sara Ibrahim (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

13-08-2026 05:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hello, I need help with the wifi access point. Not urgent, just checking in.","13-08-2026 11:00:52 - Daniel Cho (Work notes (internal view))
Fix deployed and verified for the wifi access point. User confirmed satisfied. Marking resolved.

13-08-2026 07:55:52 - Daniel Cho (Work notes (internal view))
Root cause identified quickly. Applying the fix for the wifi access point now.

13-08-2026 05:45:52 - Daniel Cho (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the wifi access point."
INC0011394,Compliance check flagged false positive,Core Banking L3,Defect,Core Banking L3,"21-07-2026 13:39:52 - Linda Cox (Additional comments (end-user view))
I'm still not happy - the billing invoice discrepancy is still broken and I've been ignored for too long.

21-07-2026 06:11:52 - Linda Cox (Additional comments (end-user view))
I'm not happy about how long the billing invoice discrepancy has been an issue. This is urgent.","21-07-2026 14:22:52 - Arjun Mehta (Work notes (internal view))
Fix for the billing invoice discrepancy delayed again due to a failed deployment. Apologized to user for the poor experience.

21-07-2026 09:47:52 - Arjun Mehta (Work notes (internal view))
Issue with the billing invoice discrepancy is more complex than expected; still working on it.

21-07-2026 06:50:52 - Arjun Mehta (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the billing invoice discrepancy."
INC0011395,Mismatch in trade recon,Risk & Compliance Ops,Service Request,Network Support,"03-07-2026 21:33:52 - Owen Blake (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the purchase order mismatch has been broken for far too long.

03-07-2026 19:11:52 - Owen Blake (Additional comments (end-user view))
I'm extremely frustrated. the purchase order mismatch is still broken and nobody has responded. Please escalate.","03-07-2026 23:20:52 - Sofia Rossi (Work notes (internal view))
Critical issue with the purchase order mismatch still unresolved after repeated escalation. SLA breached.

03-07-2026 20:16:52 - Sofia Rossi (Work notes (internal view))
Repeated attempts to resolve the purchase order mismatch have failed. Escalating to L3 / senior engineer.

03-07-2026 19:26:52 - Sofia Rossi (Work notes (internal view))
Picked up this ticket. Starting investigation into the purchase order mismatch."
INC0011396,Scheduled report delayed,Access Management Team,Service Request,ACME Support,"06-08-2026 12:41:52 - Sara Ibrahim (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the billing invoice discrepancy has been broken for far too long.

06-08-2026 08:11:52 - Sara Ibrahim (Additional comments (end-user view))
I'm extremely frustrated. the billing invoice discrepancy is still broken and nobody has responded. Please escalate.","06-08-2026 13:09:52 - Ethan Brooks (Work notes (internal view))
Multiple failed attempts to resolve the billing invoice discrepancy. User is angry and has requested management escalation.

06-08-2026 09:56:52 - Ethan Brooks (Work notes (internal view))
Repeated attempts to resolve the billing invoice discrepancy have failed. Escalating to L3 / senior engineer.

06-08-2026 08:30:52 - Ethan Brooks (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the billing invoice discrepancy."
INC0011397,Access request pending approval,Trade Support L2,Defect,Trade Support L2,"25-07-2026 20:17:52 - Andrew Chen (Additional comments (end-user view))
Understood, following up again if there's no update soon.

25-07-2026 15:11:52 - Andrew Chen (Additional comments (end-user view))
Hello, I'm having an issue with the purchase order mismatch. Please advise.","25-07-2026 20:34:52 - Aisha Khan (Work notes (internal view))
Change implemented for the purchase order mismatch. Monitoring for 24 hours before closure.

25-07-2026 17:24:52 - Aisha Khan (Work notes (internal view))
Gathering more details on the purchase order mismatch before proceeding.

25-07-2026 15:47:52 - Aisha Khan (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the purchase order mismatch."
INC0011398,SWIFT message rejected,Access Management Team,Service Request,Access Management Team,"11-07-2026 21:26:52 - Helena Ruiz (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

11-07-2026 16:11:52 - Helena Ruiz (Additional comments (end-user view))
Hi team, quick question about the email service outage - hoping for a fast turnaround.","11-07-2026 21:55:52 - Ethan Brooks (Work notes (internal view))
Fix deployed and verified for the email service outage. User confirmed satisfied. Marking resolved.

11-07-2026 18:04:52 - Ethan Brooks (Work notes (internal view))
Root cause identified quickly. Applying the fix for the email service outage now.

11-07-2026 16:16:52 - Ethan Brooks (Work notes (internal view))
Acknowledged the request. Reviewing the email service outage now and will update shortly."
INC0011399,Risk limit breach not alerting,Risk & Compliance Ops,Service Request,Risk & Compliance Ops,"31-07-2026 14:00:52 - Nadia Farouk (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

31-07-2026 08:11:52 - Nadia Farouk (Additional comments (end-user view))
Hi, could someone look into the wifi access point when you get a chance? Thanks in advance!","31-07-2026 14:26:52 - Liam O'Connor (Work notes (internal view))
Fix deployed and verified for the wifi access point. User confirmed satisfied. Marking resolved.

31-07-2026 10:07:52 - Liam O'Connor (Work notes (internal view))
Found a straightforward fix for the wifi access point. Deploying shortly.

31-07-2026 08:37:52 - Liam O'Connor (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the wifi access point."
INC0011400,Settlement instruction failed,Trade Support L2,Incident,Trade Support L2,"05-08-2026 07:12:52 - Tommy Gore (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

05-08-2026 04:11:52 - Tommy Gore (Additional comments (end-user view))
Hello, I need help with the email service outage. Not urgent, just checking in.","05-08-2026 09:00:52 - Liam O'Connor (Work notes (internal view))
Resolved. Applied fix for the email service outage and confirmed working with the end user. Closing ticket.

05-08-2026 06:15:52 - Liam O'Connor (Work notes (internal view))
Root cause identified quickly. Applying the fix for the email service outage now.

05-08-2026 04:22:52 - Liam O'Connor (Work notes (internal view))
Picked up this ticket. Starting investigation into the email service outage."
INC0011401,Payment gateway timeout,Trade Support L2,Service Request,Trade Support L2,"22-07-2026 11:43:52 - Sara Ibrahim (Additional comments (end-user view))
I'm still not happy - the instance upgrade is still broken and I've been ignored for too long.

22-07-2026 07:11:52 - Sara Ibrahim (Additional comments (end-user view))
I'm not happy about how long the instance upgrade has been an issue. This is urgent.","22-07-2026 12:03:52 - Aisha Khan (Work notes (internal view))
Fix for the instance upgrade delayed again due to a failed deployment. Apologized to user for the poor experience.

22-07-2026 09:19:52 - Aisha Khan (Work notes (internal view))
Issue with the instance upgrade is more complex than expected; still working on it.

22-07-2026 07:49:52 - Aisha Khan (Work notes (internal view))
Acknowledged the request. Reviewing the instance upgrade now and will update shortly."
INC0011402,Trade amendment not syncing,Access Management Team,Service Request,Access Management Team,"13-08-2026 11:28:52 - Nadia Farouk (Additional comments (end-user view))
I'm still not happy - the network latency is still broken and I've been ignored for too long.

13-08-2026 09:11:52 - Nadia Farouk (Additional comments (end-user view))
Hi, this is the second time I'm reporting the network latency. It's really frustrating.","13-08-2026 12:32:52 - Nadia Rahman (Work notes (internal view))
Fix for the network latency delayed again due to a failed deployment. Apologized to user for the poor experience.

13-08-2026 10:13:52 - Nadia Rahman (Work notes (internal view))
Issue with the network latency is more complex than expected; still working on it.

13-08-2026 09:34:52 - Nadia Rahman (Work notes (internal view))
Acknowledged the request. Reviewing the network latency now and will update shortly."
INC0011403,Report export returns blank file,Access Management Team,Defect,Access Management Team,"28-07-2026 00:57:52 - Nadia Farouk (Additional comments (end-user view))
Okay, please keep me posted on the account password policy.

27-07-2026 22:11:52 - Nadia Farouk (Additional comments (end-user view))
Good day, raising this ticket regarding the account password policy.","28-07-2026 01:42:52 - Noah Williams (Work notes (internal view))
Change implemented for the account password policy. Monitoring for 24 hours before closure.

27-07-2026 22:55:52 - Noah Williams (Work notes (internal view))
Gathering more details on the account password policy before proceeding.

27-07-2026 22:24:52 - Noah Williams (Work notes (internal view))
Picked up this ticket. Starting investigation into the account password policy."
INC0011404,Settlement instruction failed,Payments L2 Support,Defect,Software Support,"20-08-2026 15:27:52 - Marcus Webb (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the wifi access point has been broken for far too long.

20-08-2026 09:11:52 - Marcus Webb (Additional comments (end-user view))
I'm extremely frustrated. the wifi access point is still broken and nobody has responded. Please escalate.","20-08-2026 16:50:52 - Arjun Mehta (Work notes (internal view))
Critical issue with the wifi access point still unresolved after repeated escalation. SLA breached.

20-08-2026 11:35:52 - Arjun Mehta (Work notes (internal view))
Repeated attempts to resolve the wifi access point have failed. Escalating to L3 / senior engineer.

20-08-2026 09:42:52 - Arjun Mehta (Work notes (internal view))
Acknowledged the request. Reviewing the wifi access point now and will update shortly."
INC0011405,Role permissions incorrect,L1 Service Desk,Defect,L1 Service Desk,"06-07-2026 14:06:52 - David Kim (Additional comments (end-user view))
Confirmed fixed on my end - excellent and fast service, thanks team!

06-07-2026 08:11:52 - David Kim (Additional comments (end-user view))
Hello, I need help with the software license renewal. Not urgent, just checking in.","06-07-2026 15:07:52 - Omar Siddiqui (Work notes (internal view))
Fix deployed and verified for the software license renewal. User confirmed satisfied. Marking resolved.

06-07-2026 10:29:52 - Omar Siddiqui (Work notes (internal view))
Found a straightforward fix for the software license renewal. Deploying shortly.

06-07-2026 08:48:52 - Omar Siddiqui (Work notes (internal view))
Picked up this ticket. Starting investigation into the software license renewal."
INC0011406,Risk limit breach not alerting,Core Banking L3,Defect,Core Banking L3,"12-08-2026 11:18:52 - Nadia Farouk (Additional comments (end-user view))
Okay, please keep me posted on the email service outage.

12-08-2026 08:11:52 - Nadia Farouk (Additional comments (end-user view))
Good day, raising this ticket regarding the email service outage.","12-08-2026 11:33:52 - Chloe Martin (Work notes (internal view))
Update applied for the email service outage. Awaiting user confirmation before closing.

12-08-2026 10:42:52 - Chloe Martin (Work notes (internal view))
Gathering more details on the email service outage before proceeding.

12-08-2026 08:23:52 - Chloe Martin (Work notes (internal view))
Acknowledged the request. Reviewing the email service outage now and will update shortly."
INC0011407,Data vendor connectivity issue,Core Banking L3,Defect,Core Banking L3,"21-08-2026 09:14:52 - Amy Chen (Additional comments (end-user view))
Okay, please keep me posted on the password reset request.

21-08-2026 04:11:52 - Amy Chen (Additional comments (end-user view))
Good day, raising this ticket regarding the password reset request.","21-08-2026 11:11:52 - Hannah Lee (Work notes (internal view))
Change implemented for the password reset request. Monitoring for 24 hours before closure.

21-08-2026 06:00:52 - Hannah Lee (Work notes (internal view))
Investigation in progress on the password reset request. Will provide an update within SLA.

21-08-2026 04:30:52 - Hannah Lee (Work notes (internal view))
Acknowledged the request. Reviewing the password reset request now and will update shortly."
INC0011408,Settlement instruction failed,Access Management Team,Service Request,Access Management Team,"26-08-2026 11:32:52 - Sara Ibrahim (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

26-08-2026 07:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hello, I need help with the purchase order mismatch. Not urgent, just checking in.","26-08-2026 13:14:52 - Arjun Mehta (Work notes (internal view))
Resolved. Applied fix for the purchase order mismatch and confirmed working with the end user. Closing ticket.

26-08-2026 08:40:52 - Arjun Mehta (Work notes (internal view))
Found a straightforward fix for the purchase order mismatch. Deploying shortly.

26-08-2026 07:18:52 - Arjun Mehta (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the purchase order mismatch."
INC0011409,Settlement instruction failed,Risk & Compliance Ops,Defect,Consumer Service,"11-08-2026 08:46:52 - David Kim (Additional comments (end-user view))
Completely unacceptable. Escalate this immediately, the wifi access point has been broken for far too long.

11-08-2026 04:11:52 - David Kim (Additional comments (end-user view))
This is the worst support experience I've had. the wifi access point keeps failing and I'm furious about the delay.","11-08-2026 10:29:52 - Daniel Cho (Work notes (internal view))
Multiple failed attempts to resolve the wifi access point. User is angry and has requested management escalation.

11-08-2026 07:40:52 - Daniel Cho (Work notes (internal view))
Repeated attempts to resolve the wifi access point have failed. Escalating to L3 / senior engineer.

11-08-2026 04:40:52 - Daniel Cho (Work notes (internal view))
Picked up this ticket. Starting investigation into the wifi access point."
INC0011410,Stale pricing data,Core Banking L3,Service Request,Core Banking L3,"03-07-2026 20:16:52 - Helena Ruiz (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the software license renewal needs to be fixed today.

03-07-2026 17:11:52 - Helena Ruiz (Additional comments (end-user view))
Hello, the software license renewal has been broken for a while now and it's slowing my whole team down.","03-07-2026 21:18:52 - Hannah Lee (Work notes (internal view))
Workaround provided for the software license renewal but underlying issue remains unresolved.

03-07-2026 18:13:52 - Hannah Lee (Work notes (internal view))
Investigation delayed due to dependency on another team for the software license renewal.

03-07-2026 17:42:52 - Hannah Lee (Work notes (internal view))
Acknowledged the request. Reviewing the software license renewal now and will update shortly."
INC0011411,Trade amendment not syncing,L1 Service Desk,Incident,L1 Service Desk,"01-07-2026 13:40:52 - Tommy Gore (Additional comments (end-user view))
Okay, please keep me posted on the billing invoice discrepancy.

01-07-2026 11:11:52 - Tommy Gore (Additional comments (end-user view))
Good day, raising this ticket regarding the billing invoice discrepancy.","01-07-2026 14:20:52 - Emily Carter (Work notes (internal view))
Update applied for the billing invoice discrepancy. Awaiting user confirmation before closing.

01-07-2026 12:54:52 - Emily Carter (Work notes (internal view))
Investigation in progress on the billing invoice discrepancy. Will provide an update within SLA.

01-07-2026 11:50:52 - Emily Carter (Work notes (internal view))
Acknowledged the request. Reviewing the billing invoice discrepancy now and will update shortly."
INC0011412,Onboarding workflow stuck,Access Management Team,Service Request,Access Management Team,"21-07-2026 09:15:52 - Amy Chen (Additional comments (end-user view))
I'm still not happy - the VPN connection is still broken and I've been ignored for too long.

21-07-2026 04:11:52 - Amy Chen (Additional comments (end-user view))
Hello, the VPN connection has been broken for a while now and it's slowing my whole team down.","21-07-2026 10:32:52 - Noah Williams (Work notes (internal view))
Fix for the VPN connection delayed again due to a failed deployment. Apologized to user for the poor experience.

21-07-2026 06:59:52 - Noah Williams (Work notes (internal view))
Investigation delayed due to dependency on another team for the VPN connection.

21-07-2026 04:16:52 - Noah Williams (Work notes (internal view))
Acknowledged the request. Reviewing the VPN connection now and will update shortly."
INC0011413,Duplicate payment flagged,Payments L2 Support,Service Request,Payments L2 Support,"16-07-2026 01:59:52 - Tommy Gore (Additional comments (end-user view))
Understood, following up again if there's no update soon.

15-07-2026 20:11:52 - Tommy Gore (Additional comments (end-user view))
Good day, raising this ticket regarding the VPN connection.","16-07-2026 02:36:52 - Mei Tan (Work notes (internal view))
Update applied for the VPN connection. Awaiting user confirmation before closing.

15-07-2026 22:39:52 - Mei Tan (Work notes (internal view))
Investigation in progress on the VPN connection. Will provide an update within SLA.

15-07-2026 20:26:52 - Mei Tan (Work notes (internal view))
Picked up this ticket. Starting investigation into the VPN connection."
INC0011414,Role permissions incorrect,L1 Service Desk,Incident,L1 Service Desk,"31-07-2026 02:33:52 - Sara Ibrahim (Additional comments (end-user view))
Understood, following up again if there's no update soon.

30-07-2026 23:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hi team, requesting assistance with the software license renewal.","31-07-2026 03:07:52 - Carlos Mendes (Work notes (internal view))
Update applied for the software license renewal. Awaiting user confirmation before closing.

31-07-2026 01:29:52 - Carlos Mendes (Work notes (internal view))
Gathering more details on the software license renewal before proceeding.

30-07-2026 23:51:52 - Carlos Mendes (Work notes (internal view))
Assigned to me. Checking logs and configuration related to the software license renewal."
INC0011415,Payment gateway timeout,Risk & Compliance Ops,Defect,Risk & Compliance Ops,"21-08-2026 01:12:52 - Sara Ibrahim (Additional comments (end-user view))
That worked perfectly, thank you so much! Really appreciate the quick and professional help.

20-08-2026 18:11:52 - Sara Ibrahim (Additional comments (end-user view))
Hi, could someone look into the network latency when you get a chance? Thanks in advance!","21-08-2026 02:17:52 - Sofia Rossi (Work notes (internal view))
Resolved. Applied fix for the network latency and confirmed working with the end user. Closing ticket.

20-08-2026 21:36:52 - Sofia Rossi (Work notes (internal view))
Root cause identified quickly. Applying the fix for the network latency now.

20-08-2026 18:45:52 - Sofia Rossi (Work notes (internal view))
Picked up this ticket. Starting investigation into the network latency."
INC0011416,KYC document upload failing,Trade Support L2,Incident,Trade Support L2,"06-07-2026 12:57:52 - Owen Blake (Additional comments (end-user view))
Still waiting and this delay is unacceptable. the router configuration needs to be fixed today.

06-07-2026 08:11:52 - Owen Blake (Additional comments (end-user view))
I'm not happy about how long the router configuration has been an issue. This is urgent.","06-07-2026 13:37:52 - Maria Silva (Work notes (internal view))
Workaround provided for the router configuration but underlying issue remains unresolved.

06-07-2026 09:32:52 - Maria Silva (Work notes (internal view))
Issue with the router configuration is more complex than expected; still working on it.

06-07-2026 08:46:52 - Maria Silva (Work notes (internal view))
Acknowledged the request. Reviewing the router configuration now and will update shortly."
